v_mrf,4.38
8,SMPC522A1DC0032_DE-PIAE1004_20170317_141829.dat
category,startRow,nRows,type
environmentMetaData,11,2,emd
systemMetaData,13,2,smd
vehicleInformationMetaData,15,2,vimd
visionMetaData,17,2,vmd
pedestrianMarkings,19,239,pdmf
streamMarkingSignature,258,26,sms
vehicleMarkings,284,486,vdmf
countryCode,gpsCoordinates,recordingLocation,recordingTime,ambientTemperature,countryStateCode,timeOfDayAuto,season,rightHandedTraffic
SE,58.4182755391984;15.5573599956439,,2017-03-17T14:18:29.000Z,,,,,
additionalSensors,leftCameraSensorType,rightCameraSensorType,savingMode,cameraID,cameraSensorTemperatureMin,cameraSensorTemperatureMean,cameraSensorTemperatureMax,softwareVersion,hardwareVersion,pitchAngleMin,pitchAngleMax,rollAngleMin,rollAngleMax,diskID,navigationSystem,cameraType,driverName,currentHorizon,calibratedHorizon,cameraAssembly,systemRelease,gpsType,navigationSystemVersion,bobFirmwareVersion,bobHardwareVersion,collectionComputerId,collectionToolVersion,dgpsAvailable,externalGpsAvailable,lidarAvailable,naviAvailable,radarAvailable,DGPSmodel
,,RGB,,SMPC522A1DC0032,,,,RC1,,,,,,,,,alexander.brandstrom,,,,,,,,,,3.0.1,,,,,,
horizontalDrivenCurvatureMaxLeft,horizontalDrivenCurvatureMaxRight,horizontalDrivenCurvatureRadius,verticalDrivenCurvatureMin,sCurvature,verticalDrivenCurvatureMax,wipers,windshieldWasher,minVelocity,maxVelocity,meanVelocity,minYawRate,maxYawRate,meanYawRate,minAcceleration,maxAcceleration,meanAcceleration,vehicle,drivenDistance,highBeamOn,longitudinalAccelerationAverage,longitudinalAccelerationMin,longitudinalAccelerationMax,lateralAccelerationAverage,lateralAccelerationMin,lateralAccelerationMax,egoVehicleBeamType,egoVehicleWindshieldType,meanPitchRate,meanRollRate
,,,,,,,false,55,56.5,56.0156975568727,-0.560000002384186,4.55000019073486,0.599493506215873,,,,DE-PIAE1004,0.463261135097874,false,,,,,,,,clear,,
roadUser,sky,timeOfDay,roadMaterial,roadCharacteristics,roadType,roadCover,surfaceQuality,castShadows,objects,glare,exposure,spray,precipitation,detailedPrecipitation,blockage,sight,sightValue,diffusion,destinationSet,interestingLane,interestingSign,roadCharacteristicsAutomatic,specialEvent,streetGlare,useCase,tailgatingVehicle,sunDirection,smoke,LSRroadType,trafficDensity,roadCategorySignType
,partlyCloudy,day,,,suburban,,,,,,,,none,none,none,full,,,,,,,,,,,,,,,
frameNumber,streamName,refId,top,bottom,left,right,objectType,height,direction,movement,occlusion,headOccluded,feetOccluded,overlapped,unsharp,strangePose,distance,keyFrame,lidarDistanceX,lidarDistanceY,lidarVelocityX,lidarVelocityY,crossing,accessory,box3DGroundLength,box3DGroundWidth,box3DGroundCenterX,box3DGroundCenterXSigma,box3DGroundCenterY,box3DGroundCenterYSigma,box3DClosestPointX,box3DClosestPointY,box3DOrientationAngle,box3DOrientationAngleSigma,box3DHeight,box3DRelVelocityX,box3DRelVelocityXSigma,box3DRelVelocityY,box3DRelVelocityYSigma,box3DDataSource,box3DLidarInterpolationAge
16,RggbLogarithmicMasterWindowA,2,401,413,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RggbLogarithmicMasterWindowA,2,401,413,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,RggbLogarithmicMasterWindowA,2,402,414,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RggbLogarithmicMasterWindowA,2,402,414,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RggbLogarithmicMasterWindowA,2,402,414,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,RggbLogarithmicMasterWindowA,2,403,415,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,RggbLogarithmicMasterWindowA,2,403,415,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,RggbLogarithmicMasterWindowA,2,403,415,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,RggbLogarithmicMasterWindowA,2,404,416,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,RggbLogarithmicMasterWindowA,2,404,416,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,RggbLogarithmicMasterWindowA,2,404,416,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,RggbLogarithmicMasterWindowA,2,403,415,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,RggbLogarithmicMasterWindowA,2,403,415,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,RggbLogarithmicMasterWindowA,2,403,415,875,890,875,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,RggbLogarithmicMasterWindowA,2,403,415,874,889,874,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,RggbLogarithmicMasterWindowA,2,403,415,874,889,874,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,RggbLogarithmicMasterWindowA,2,404,416,874,889,874,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,RggbLogarithmicMasterWindowA,2,404,416,874,889,874,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,RggbLogarithmicMasterWindowA,2,405,417,874,889,874,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,RggbLogarithmicMasterWindowA,1,406,417,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,RggbLogarithmicMasterWindowA,1,407,418,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,RggbLogarithmicMasterWindowA,1,408,419,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,RggbLogarithmicMasterWindowA,1,409,420,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,RggbLogarithmicMasterWindowA,1,409,420,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,RggbLogarithmicMasterWindowA,1,410,421,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,RggbLogarithmicMasterWindowA,1,410,421,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,RggbLogarithmicMasterWindowA,1,410,421,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,RggbLogarithmicMasterWindowA,1,409,420,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,RggbLogarithmicMasterWindowA,1,409,420,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,RggbLogarithmicMasterWindowA,1,409,420,875,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,RggbLogarithmicMasterWindowA,1,409,420,875,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,RggbLogarithmicMasterWindowA,1,409,420,875,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,RggbLogarithmicMasterWindowA,1,409,420,875,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,RggbLogarithmicMasterWindowA,1,409,420,875,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,RggbLogarithmicMasterWindowA,1,409,420,875,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,RggbLogarithmicMasterWindowA,1,409,420,875,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,RggbLogarithmicMasterWindowA,1,408,420,874,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,RggbLogarithmicMasterWindowA,1,408,420,874,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,RggbLogarithmicMasterWindowA,1,409,421,874,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,RggbLogarithmicMasterWindowA,1,409,421,874,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,RggbLogarithmicMasterWindowA,1,410,422,874,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,RggbLogarithmicMasterWindowA,1,412,424,874,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,RggbLogarithmicMasterWindowA,1,415,427,874,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,RggbLogarithmicMasterWindowA,1,417,429,874,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,RggbLogarithmicMasterWindowA,1,418,430,874,889,888,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,RggbLogarithmicMasterWindowA,1,418,431,874,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,RggbLogarithmicMasterWindowA,1,419,432,874,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,RggbLogarithmicMasterWindowA,1,418,431,874,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,RggbLogarithmicMasterWindowA,1,418,431,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,RggbLogarithmicMasterWindowA,1,417,430,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,RggbLogarithmicMasterWindowA,1,416,429,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,RggbLogarithmicMasterWindowA,1,414,427,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,RggbLogarithmicMasterWindowA,1,413,426,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RggbLogarithmicMasterWindowA,1,412,426,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,RggbLogarithmicMasterWindowA,1,412,425,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,RggbLogarithmicMasterWindowA,1,411,425,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,RggbLogarithmicMasterWindowA,1,411,425,873,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,RggbLogarithmicMasterWindowA,1,412,426,872,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,RggbLogarithmicMasterWindowA,1,412,426,872,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,RggbLogarithmicMasterWindowA,1,412,426,872,889,887,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,RggbLogarithmicMasterWindowA,1,411,426,871,888,886,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,RggbLogarithmicMasterWindowA,1,411,426,871,888,886,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,RggbLogarithmicMasterWindowA,1,410,425,871,888,886,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,RggbLogarithmicMasterWindowA,1,410,425,871,888,886,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,RggbLogarithmicMasterWindowA,1,409,424,871,888,886,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,RggbLogarithmicMasterWindowA,1,409,424,870,887,886,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RggbLogarithmicMasterWindowA,1,410,425,870,887,885,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,RggbLogarithmicMasterWindowA,1,410,425,869,886,885,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,RggbLogarithmicMasterWindowA,1,412,427,869,886,885,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,RggbLogarithmicMasterWindowA,1,414,429,869,886,884,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,RggbLogarithmicMasterWindowA,1,416,431,869,886,884,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,RggbLogarithmicMasterWindowA,1,418,433,869,886,884,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,RggbLogarithmicMasterWindowA,1,419,434,868,886,884,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,RggbLogarithmicMasterWindowA,1,421,436,868,886,884,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,RggbLogarithmicMasterWindowA,1,421,436,867,886,884,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,RggbLogarithmicMasterWindowA,1,422,437,867,885,883,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,RggbLogarithmicMasterWindowA,1,422,437,866,885,883,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,RggbLogarithmicMasterWindowA,1,423,438,866,885,883,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,RggbLogarithmicMasterWindowA,1,423,439,865,884,882,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,RggbLogarithmicMasterWindowA,1,424,440,865,884,882,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,RggbLogarithmicMasterWindowA,1,424,440,865,884,882,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,RggbLogarithmicMasterWindowA,1,425,441,865,884,882,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,RggbLogarithmicMasterWindowA,1,425,441,865,884,882,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,RggbLogarithmicMasterWindowA,1,424,440,864,884,882,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,RggbLogarithmicMasterWindowA,1,423,439,864,883,881,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,RggbLogarithmicMasterWindowA,1,422,438,863,883,881,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,RggbLogarithmicMasterWindowA,1,421,438,863,883,881,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,RggbLogarithmicMasterWindowA,1,421,437,862,882,880,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,RggbLogarithmicMasterWindowA,1,420,437,862,882,880,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,RggbLogarithmicMasterWindowA,1,420,437,862,882,880,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,RggbLogarithmicMasterWindowA,1,421,438,861,882,880,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,RggbLogarithmicMasterWindowA,1,421,438,861,882,880,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,RggbLogarithmicMasterWindowA,1,421,438,860,882,880,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,RggbLogarithmicMasterWindowA,1,421,439,860,881,879,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,RggbLogarithmicMasterWindowA,1,421,439,859,881,879,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,RggbLogarithmicMasterWindowA,1,421,439,858,880,878,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,RggbLogarithmicMasterWindowA,1,420,439,858,880,878,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,RggbLogarithmicMasterWindowA,1,420,439,857,879,877,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,RggbLogarithmicMasterWindowA,1,420,439,857,879,877,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,RggbLogarithmicMasterWindowA,1,419,438,856,878,876,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,RggbLogarithmicMasterWindowA,1,419,438,856,878,876,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,RggbLogarithmicMasterWindowA,1,419,438,855,878,875,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,RggbLogarithmicMasterWindowA,1,420,439,854,877,875,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,RggbLogarithmicMasterWindowA,1,420,439,853,877,874,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,RggbLogarithmicMasterWindowA,1,420,440,852,876,874,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,RggbLogarithmicMasterWindowA,1,421,440,852,876,873,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,RggbLogarithmicMasterWindowA,1,421,441,851,875,873,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,RggbLogarithmicMasterWindowA,1,421,442,850,875,872,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,RggbLogarithmicMasterWindowA,1,421,442,850,874,872,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,RggbLogarithmicMasterWindowA,1,421,443,849,874,871,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,RggbLogarithmicMasterWindowA,1,421,443,848,873,871,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,RggbLogarithmicMasterWindowA,1,420,442,848,873,870,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,RggbLogarithmicMasterWindowA,1,420,442,847,872,870,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,RggbLogarithmicMasterWindowA,1,420,442,846,872,870,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,RggbLogarithmicMasterWindowA,1,420,443,846,871,869,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,RggbLogarithmicMasterWindowA,1,420,443,845,871,869,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,RggbLogarithmicMasterWindowA,1,420,443,844,870,868,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,RggbLogarithmicMasterWindowA,1,420,444,843,870,868,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,RggbLogarithmicMasterWindowA,1,420,444,842,869,867,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,RggbLogarithmicMasterWindowA,1,420,444,841,868,866,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,RggbLogarithmicMasterWindowA,1,420,444,840,868,866,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,RggbLogarithmicMasterWindowA,1,420,444,839,867,865,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,RggbLogarithmicMasterWindowA,1,420,444,838,867,864,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,RggbLogarithmicMasterWindowA,1,419,444,837,866,864,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,RggbLogarithmicMasterWindowA,1,419,444,836,866,863,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,RggbLogarithmicMasterWindowA,1,419,444,835,865,862,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,RggbLogarithmicMasterWindowA,1,418,443,834,865,861,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,RggbLogarithmicMasterWindowA,1,418,443,833,864,860,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,RggbLogarithmicMasterWindowA,1,418,443,831,863,859,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,RggbLogarithmicMasterWindowA,1,418,444,830,863,859,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,RggbLogarithmicMasterWindowA,1,418,444,828,862,858,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,RggbLogarithmicMasterWindowA,1,418,445,827,861,857,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,RggbLogarithmicMasterWindowA,1,419,446,826,860,856,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,RggbLogarithmicMasterWindowA,1,419,447,825,859,855,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,RggbLogarithmicMasterWindowA,1,420,448,823,858,854,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,RggbLogarithmicMasterWindowA,1,420,449,822,857,853,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,RggbLogarithmicMasterWindowA,1,421,450,820,856,852,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,RggbLogarithmicMasterWindowA,1,420,451,818,855,851,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,RggbLogarithmicMasterWindowA,1,421,451,817,854,849,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,RggbLogarithmicMasterWindowA,1,421,452,815,853,848,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,RggbLogarithmicMasterWindowA,1,421,452,813,852,847,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,RggbLogarithmicMasterWindowA,1,420,452,811,851,846,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,RggbLogarithmicMasterWindowA,1,420,452,809,850,845,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
